,winner,idMatch,pick1,winratepick1,mmrplayer1,pick2,winratepick2,mmrplayer2,pick3,winratepick3,mmrplayer3,pick4,winratepick4,mmrplayer4,pick5,winratepick5,mmrplayer5,pick6,winratepick6,mmrplayer6,pick7,winratepick7,mmrplayer7,pick8,winratepick8,mmrplayer8,pick9,winratepick9,mmrplayer9,pick10,winratepick10,mmrplayer10
547,Radiant,7094380555,121,0.4826,70,86,0.4871,70,71,0.5155,70,109,0.4731,70,25,0.4054,70,87,0.4985,70,111,0.5348,70,32,0.5282,70,114,0.488,70,11,0.47,70
548,Dire,7094374646,87,0.4985,70,17,0.4825,70,85,0.5333,70,6,0.479,80,77,0.4987,70,38,0.4791,80,86,0.4871,80,106,0.4986,80,67,0.4781,80,66,0.5066,80
549,Dire,7094374252,86,0.4871,70,106,0.4986,80,93,0.5257,70,100,0.4532,73,79,0.4948,80,19,0.4524,70,77,0.4987,70,31,0.5104,80,1,0.4769,72,32,0.5282,72
550,Radiant,7094370097,75,0.5201,70,31,0.5104,70,29,0.4706,70,32,0.5282,70,76,0.492,70,100,0.4532,70,21,0.5318,70,87,0.4985,70,8,0.4656,70,39,0.5105,70
551,Radiant,7094354243,64,0.508,80,70,0.4654,80,106,0.4986,80,9,0.5032,80,2,0.5044,80,104,0.5435,80,105,0.5084,80,31,0.5104,80,36,0.4872,80,10,0.4552,80
552,Radiant,7094350991,111,0.5348,70,1,0.4769,70,75,0.5201,70,38,0.4791,70,128,0.4633,70,87,0.4985,70,26,0.4536,70,81,0.4813,70,44,0.4469,70,7,0.4996,70
553,Radiant,7094343666,100,0.4532,70,64,0.508,70,103,0.5634,70,9,0.5032,70,48,0.455,70,31,0.5104,70,123,0.4535,70,120,0.5021,70,18,0.5174,70,14,0.4912,70
554,Radiant,7094323021,64,0.508,70,63,0.4855,70,19,0.4524,70,46,0.4813,70,104,0.5435,70,111,0.5348,70,1,0.4769,70,38,0.4791,70,75,0.5201,70,128,0.4633,70
555,Dire,7094317040,101,0.5195,70,63,0.4855,70,135,0.5041,70,64,0.508,70,25,0.4054,70,87,0.4985,70,128,0.4633,70,103,0.5634,70,6,0.479,70,9,0.5032,70
556,Radiant,7094299936,86,0.4871,80,38,0.4791,80,85,0.5333,80,120,0.5021,70,54,0.4602,80,87,0.4985,80,53,0.3884,80,14,0.4912,80,128,0.4633,80,23,0.5076,80
557,Radiant,7094253615,43,0.5069,80,87,0.4985,80,10,0.4552,80,86,0.4871,70,120,0.5021,80,83,0.5051,80,53,0.3884,80,9,0.5032,80,49,0.4291,80,13,0.483,80
558,Radiant,7094223820,53,0.3884,80,87,0.4985,80,83,0.5051,80,13,0.483,80,136,0.4949,80,91,0.4988,80,30,0.4677,80,128,0.4633,80,17,0.4825,70,41,0.4934,80
559,Radiant,7094184755,128,0.4633,80,137,0.478,80,75,0.5201,80,49,0.4291,80,14,0.4912,80,51,0.476,80,106,0.4986,80,55,0.5498,80,87,0.4985,80,41,0.4934,80
560,Dire,7094171125,69,0.4668,80,19,0.4524,80,123,0.4535,80,64,0.508,80,95,0.4754,80,106,0.4986,80,101,0.5195,70,75,0.5201,80,42,0.4442,70,98,0.4815,80
561,Dire,7094138508,87,0.4985,80,100,0.4532,80,17,0.4825,80,23,0.5076,70,135,0.5041,80,51,0.476,80,120,0.5021,80,64,0.508,80,33,0.4916,80,80,0.4943,80
562,Dire,7094137386,87,0.4985,80,96,0.477,80,123,0.4535,80,74,0.4702,70,6,0.479,70,19,0.4524,80,106,0.4986,80,42,0.4442,80,64,0.508,80,69,0.4668,80
563,Dire,7094126909,86,0.4871,70,9,0.5032,70,11,0.47,70,39,0.5105,70,97,0.4886,70,100,0.4532,70,135,0.5041,70,19,0.4524,70,6,0.479,70,59,0.5025,70
564,Radiant,7094124037,38,0.4791,80,64,0.508,70,123,0.4535,70,46,0.4813,80,54,0.4602,80,78,0.5054,70,86,0.4871,80,74,0.4702,80,100,0.4532,80,10,0.4552,70
565,Radiant,7094100440,5,0.5139,70,123,0.4535,70,106,0.4986,70,6,0.479,70,135,0.5041,70,100,0.4532,70,128,0.4633,70,96,0.477,70,95,0.4754,70,35,0.4447,70
566,Dire,7094097241,19,0.4524,80,106,0.4986,80,9,0.5032,80,4,0.5148,80,123,0.4535,80,38,0.4791,80,87,0.4985,80,105,0.5084,80,49,0.4291,70,46,0.4813,70
567,Dire,7094073664,19,0.4524,80,128,0.4633,80,5,0.5139,80,4,0.5148,80,22,0.4587,80,114,0.488,80,43,0.5069,80,75,0.5201,80,29,0.4706,70,86,0.4871,70
568,Radiant,7094060075,85,0.5333,70,65,0.5134,80,5,0.5139,70,70,0.4654,80,86,0.4871,80,38,0.4791,70,101,0.5195,80,64,0.508,70,21,0.5318,80,73,0.5131,80
569,Dire,7094052970,58,0.4366,70,71,0.5155,70,136,0.4949,70,48,0.455,70,23,0.5076,70,128,0.4633,70,30,0.4677,70,83,0.5051,70,95,0.4754,70,35,0.4447,70
570,Radiant,7094019690,87,0.4985,80,93,0.5257,80,49,0.4291,70,101,0.5195,80,106,0.4986,70,86,0.4871,70,53,0.3884,80,5,0.5139,80,1,0.4769,70,16,0.4788,80
571,Radiant,7094008980,106,0.4986,70,9,0.5032,80,51,0.476,80,11,0.47,80,45,0.5187,80,86,0.4871,70,49,0.4291,80,69,0.4668,80,75,0.5201,80,6,0.479,70
572,Dire,7094008353,128,0.4633,70,100,0.4532,70,110,0.4769,70,11,0.47,70,17,0.4825,70,85,0.5333,70,71,0.5155,70,98,0.4815,70,35,0.4447,70,13,0.483,70
573,Radiant,7094006868,128,0.4633,80,114,0.488,80,106,0.4986,80,85,0.5333,70,95,0.4754,70,83,0.5051,80,52,0.4611,80,48,0.455,80,86,0.4871,80,136,0.4949,80
574,Dire,7093952315,110,0.4769,70,100,0.4532,70,76,0.492,70,50,0.448,70,41,0.4934,70,86,0.4871,70,128,0.4633,70,7,0.4996,70,87,0.4985,70,48,0.455,70
575,Dire,7093941807,53,0.3884,70,51,0.476,80,58,0.4366,80,114,0.488,80,49,0.4291,70,86,0.4871,70,98,0.4815,80,10,0.4552,80,62,0.5393,80,106,0.4986,80
576,Radiant,7093920918,86,0.4871,80,32,0.5282,70,64,0.508,70,136,0.4949,70,19,0.4524,70,58,0.4366,70,53,0.3884,80,5,0.5139,80,60,0.4776,70,14,0.4912,70
577,Dire,7093865625,87,0.4985,70,53,0.3884,80,19,0.4524,70,17,0.4825,80,4,0.5148,70,86,0.4871,80,64,0.508,70,137,0.478,70,114,0.488,70,135,0.5041,70
578,Dire,7093863599,105,0.5084,70,123,0.4535,70,76,0.492,70,104,0.5435,70,10,0.4552,70,86,0.4871,70,135,0.5041,70,110,0.4769,70,30,0.4677,70,46,0.4813,70
579,Dire,7093860665,85,0.5333,80,109,0.4731,80,38,0.4791,80,105,0.5084,80,106,0.4986,80,77,0.4987,80,128,0.4633,80,64,0.508,80,53,0.3884,80,22,0.4587,80
580,Radiant,7093853790,58,0.4366,80,137,0.478,80,17,0.4825,80,1,0.4769,80,101,0.5195,80,128,0.4633,80,53,0.3884,80,5,0.5139,80,70,0.4654,80,43,0.5069,80
581,Dire,7093801343,69,0.4668,80,53,0.3884,80,114,0.488,80,64,0.508,80,4,0.5148,80,83,0.5051,80,76,0.492,80,32,0.5282,80,93,0.5257,80,104,0.5435,80
582,Radiant,7093791688,101,0.5195,70,77,0.4987,70,64,0.508,80,23,0.5076,80,54,0.4602,70,62,0.5393,80,89,0.5447,70,25,0.4054,70,112,0.534,70,29,0.4706,70
583,Radiant,7093781795,53,0.3884,80,86,0.4871,80,51,0.476,80,111,0.5348,80,102,0.5033,80,85,0.5333,80,38,0.4791,80,9,0.5032,80,17,0.4825,80,81,0.4813,80
584,Dire,7093781440,19,0.4524,70,37,0.5008,70,136,0.4949,70,93,0.5257,70,120,0.5021,70,64,0.508,70,85,0.5333,70,69,0.4668,70,54,0.4602,70,106,0.4986,70
585,Radiant,7093769832,58,0.4366,80,1,0.4769,80,128,0.4633,80,19,0.4524,80,55,0.5498,80,61,0.4745,80,114,0.488,80,13,0.483,80,102,0.5033,80,109,0.4731,80
586,Dire,7093726950,86,0.4871,80,62,0.5393,70,69,0.4668,70,32,0.5282,70,110,0.4769,70,87,0.4985,70,38,0.4791,70,101,0.5195,80,74,0.4702,70,73,0.5131,80
587,Dire,7093723021,58,0.4366,80,21,0.5318,80,51,0.476,80,70,0.4654,80,80,0.4943,80,100,0.4532,80,106,0.4986,80,1,0.4769,80,83,0.5051,80,32,0.5282,80
588,Dire,7093711962,64,0.508,70,83,0.5051,70,69,0.4668,70,17,0.4825,70,6,0.479,70,86,0.4871,70,98,0.4815,70,30,0.4677,70,48,0.455,70,106,0.4986,70
589,Dire,7093660126,61,0.4745,70,123,0.4535,80,106,0.4986,70,75,0.5201,80,69,0.4668,70,5,0.5139,80,49,0.4291,80,128,0.4633,80,10,0.4552,80,129,0.4292,80
590,Radiant,7093642109,69,0.4668,80,68,0.5128,80,41,0.4934,80,128,0.4633,80,120,0.5021,80,52,0.4611,80,85,0.5333,80,71,0.5155,80,40,0.5192,80,114,0.488,80
591,Dire,7093632576,86,0.4871,70,114,0.488,70,49,0.4291,80,64,0.508,70,21,0.5318,80,123,0.4535,80,32,0.5282,70,51,0.476,70,47,0.4961,70,69,0.4668,70
592,Radiant,7093604441,137,0.478,80,69,0.4668,80,121,0.4826,80,45,0.5187,70,14,0.4912,80,38,0.4791,80,58,0.4366,80,64,0.508,70,80,0.4943,80,120,0.5021,70
593,Radiant,7092611982,49,0.4291,80,9,0.5032,80,22,0.4587,80,137,0.478,80,10,0.4552,80,86,0.4871,80,98,0.4815,80,11,0.47,80,85,0.5333,80,95,0.4754,80
594,Radiant,7092554144,120,0.5021,80,128,0.4633,80,83,0.5051,80,114,0.488,80,96,0.477,80,86,0.4871,80,46,0.4813,80,29,0.4706,80,75,0.5201,80,102,0.5033,80
595,Dire,7092552500,37,0.5008,70,51,0.476,70,49,0.4291,70,42,0.4442,70,23,0.5076,70,22,0.4587,70,78,0.5054,70,64,0.508,70,35,0.4447,70,63,0.4855,70
596,Dire,7092529879,9,0.5032,80,19,0.4524,80,128,0.4633,80,54,0.4602,80,32,0.5282,80,114,0.488,80,106,0.4986,80,96,0.477,80,86,0.4871,80,105,0.5084,80
597,Dire,7092496084,123,0.4535,70,80,0.4943,70,58,0.4366,70,49,0.4291,70,128,0.4633,70,86,0.4871,70,31,0.5104,70,96,0.477,70,81,0.4813,70,59,0.5025,70
598,Dire,7092476909,38,0.4791,70,87,0.4985,80,110,0.4769,80,135,0.5041,80,46,0.4813,80,86,0.4871,80,77,0.4987,80,81,0.4813,80,9,0.5032,80,32,0.5282,80
599,Dire,7092472727,64,0.508,80,137,0.478,70,106,0.4986,80,9,0.5032,80,81,0.4813,80,53,0.3884,80,85,0.5333,80,108,0.5067,80,86,0.4871,70,69,0.4668,80
600,Radiant,7092414987,53,0.3884,80,100,0.4532,70,17,0.4825,80,91,0.4988,80,104,0.5435,80,86,0.4871,80,85,0.5333,80,135,0.5041,80,52,0.4611,80,6,0.479,80
601,Dire,7092408998,86,0.4871,70,19,0.4524,70,93,0.5257,70,22,0.4587,70,38,0.4791,70,64,0.508,70,26,0.4536,70,11,0.47,70,137,0.478,70,4,0.5148,70
602,Dire,7092388258,46,0.4813,80,84,0.4835,70,123,0.4535,80,120,0.5021,80,104,0.5435,80,53,0.3884,80,65,0.5134,80,135,0.5041,80,114,0.488,70,128,0.4633,80
603,Radiant,7092364831,86,0.4871,70,76,0.492,80,96,0.477,70,50,0.448,70,73,0.5131,70,71,0.5155,73,128,0.4633,80,9,0.5032,70,54,0.4602,80,13,0.483,80
604,Radiant,7092336418,75,0.5201,70,137,0.478,70,110,0.4769,70,32,0.5282,70,11,0.47,70,96,0.477,70,86,0.4871,70,100,0.4532,70,54,0.4602,70,84,0.4835,70
605,Dire,7092319074,69,0.4668,80,75,0.5201,80,119,0.4978,80,6,0.479,70,23,0.5076,80,86,0.4871,80,10,0.4552,70,120,0.5021,80,84,0.4835,80,137,0.478,80
606,Dire,7092304320,31,0.5104,73,93,0.5257,70,36,0.4872,80,123,0.4535,80,69,0.4668,80,62,0.5393,80,86,0.4871,70,3,0.5108,70,45,0.5187,70,11,0.47,70
607,Radiant,7092290504,85,0.5333,80,13,0.483,80,109,0.4731,80,38,0.4791,80,9,0.5032,80,120,0.5021,80,86,0.4871,80,27,0.4896,70,89,0.5447,80,137,0.478,80
608,Radiant,7092232468,9,0.5032,70,119,0.4978,70,96,0.477,70,109,0.4731,70,74,0.4702,70,86,0.4871,70,64,0.508,70,49,0.4291,70,48,0.455,70,53,0.3884,70
609,Dire,7092231096,5,0.5139,70,96,0.477,70,123,0.4535,80,44,0.4469,80,22,0.4587,73,87,0.4985,80,38,0.4791,70,105,0.5084,70,73,0.5131,70,74,0.4702,80
610,Radiant,7092161006,96,0.477,80,63,0.4855,70,64,0.508,70,73,0.5131,80,19,0.4524,70,83,0.5051,73,1,0.4769,80,86,0.4871,70,137,0.478,70,43,0.5069,80
611,Radiant,7092145591,86,0.4871,80,69,0.4668,80,75,0.5201,80,106,0.4986,80,46,0.4813,80,49,0.4291,80,9,0.5032,80,91,0.4988,80,52,0.4611,80,70,0.4654,70
612,Radiant,7092054348,19,0.4524,80,93,0.5257,70,83,0.5051,80,74,0.4702,70,47,0.4961,70,86,0.4871,80,137,0.478,70,76,0.492,70,69,0.4668,70,68,0.5128,70
613,Radiant,7092015641,38,0.4791,80,105,0.5084,80,5,0.5139,80,4,0.5148,80,114,0.488,80,58,0.4366,80,77,0.4987,80,93,0.5257,80,86,0.4871,80,106,0.4986,80
614,Dire,7092005722,9,0.5032,80,89,0.5447,80,100,0.4532,80,43,0.5069,80,19,0.4524,70,61,0.4745,80,86,0.4871,80,64,0.508,80,17,0.4825,80,1,0.4769,80
615,Dire,7091960378,32,0.5282,80,86,0.4871,70,71,0.5155,70,70,0.4654,70,137,0.478,70,87,0.4985,80,96,0.477,70,101,0.5195,80,19,0.4524,70,73,0.5131,70
616,Dire,7091888471,86,0.4871,80,69,0.4668,80,87,0.4985,80,21,0.5318,80,81,0.4813,80,43,0.5069,80,70,0.4654,80,105,0.5084,80,5,0.5139,80,13,0.483,80
617,Radiant,7091886183,9,0.5032,80,49,0.4291,80,86,0.4871,80,1,0.4769,80,22,0.4587,80,58,0.4366,80,98,0.4815,80,85,0.5333,80,6,0.479,80,32,0.5282,80
618,Dire,7091855568,92,0.4987,70,75,0.5201,70,51,0.476,70,25,0.4054,80,60,0.4776,70,86,0.4871,80,77,0.4987,70,83,0.5051,70,52,0.4611,70,67,0.4781,70
619,Radiant,7091829682,69,0.4668,70,20,0.4463,70,30,0.4677,70,42,0.4442,70,39,0.5105,70,5,0.5139,70,114,0.488,70,15,0.4485,70,21,0.5318,70,10,0.4552,70
620,Dire,7091815682,38,0.4791,80,86,0.4871,80,110,0.4769,80,70,0.4654,80,43,0.5069,80,58,0.4366,80,93,0.5257,80,119,0.4978,80,29,0.4706,80,74,0.4702,80
621,Dire,7091806551,4,0.5148,70,92,0.4987,70,5,0.5139,70,96,0.477,80,47,0.4961,70,43,0.5069,70,106,0.4986,70,87,0.4985,80,19,0.4524,70,54,0.4602,70
622,Dire,7091774578,137,0.478,70,87,0.4985,70,38,0.4791,70,10,0.4552,70,100,0.4532,70,22,0.4587,70,88,0.5006,70,20,0.4463,70,81,0.4813,70,46,0.4813,70
623,Radiant,7091762730,86,0.4871,70,93,0.5257,70,31,0.5104,70,69,0.4668,70,126,0.4822,73,62,0.5393,80,87,0.4985,70,105,0.5084,70,90,0.4996,70,1,0.4769,70
624,Dire,7091757520,38,0.4791,70,93,0.5257,80,91,0.4988,70,19,0.4524,70,102,0.5033,70,92,0.4987,70,2,0.5044,70,75,0.5201,70,51,0.476,80,137,0.478,70
625,Radiant,7091744982,87,0.4985,80,38,0.4791,80,31,0.5104,80,59,0.5025,80,93,0.5257,80,86,0.4871,80,14,0.4912,80,64,0.508,70,69,0.4668,80,35,0.4447,80
626,Radiant,7091740685,100,0.4532,70,64,0.508,70,6,0.479,70,121,0.4826,70,49,0.4291,70,71,0.5155,70,31,0.5104,70,128,0.4633,70,41,0.4934,70,22,0.4587,70
627,Radiant,7091738790,53,0.3884,80,103,0.5634,80,87,0.4985,80,22,0.4587,80,77,0.4987,80,86,0.4871,80,65,0.5134,80,19,0.4524,80,33,0.4916,80,46,0.4813,80
628,Dire,7091724772,86,0.4871,70,51,0.476,70,71,0.5155,70,17,0.4825,70,12,0.5014,70,14,0.4912,70,9,0.5032,70,38,0.4791,70,120,0.5021,70,70,0.4654,70
629,Radiant,7091711077,50,0.448,80,70,0.4654,70,21,0.5318,70,96,0.477,70,105,0.5084,70,86,0.4871,70,77,0.4987,70,17,0.4825,70,3,0.5108,73,44,0.4469,70
630,Radiant,7091693707,64,0.508,70,100,0.4532,70,54,0.4602,70,33,0.4916,70,52,0.4611,70,19,0.4524,70,84,0.4835,70,128,0.4633,70,18,0.5174,70,20,0.4463,70
631,Dire,7091680990,137,0.478,80,87,0.4985,80,58,0.4366,70,89,0.5447,80,74,0.4702,80,114,0.488,80,59,0.5025,80,70,0.4654,80,31,0.5104,80,38,0.4791,80
632,Radiant,7091661738,9,0.5032,70,19,0.4524,70,11,0.47,80,135,0.5041,70,17,0.4825,70,87,0.4985,80,69,0.4668,80,58,0.4366,70,41,0.4934,80,106,0.4986,80
633,Radiant,7091661394,100,0.4532,70,75,0.5201,70,54,0.4602,70,39,0.5105,70,28,0.4639,70,21,0.5318,70,86,0.4871,70,106,0.4986,70,43,0.5069,70,93,0.5257,70
634,Radiant,7091659794,123,0.4535,70,62,0.5393,70,41,0.4934,70,128,0.4633,70,106,0.4986,70,100,0.4532,70,4,0.5148,70,87,0.4985,70,70,0.4654,70,50,0.448,70
635,Radiant,7091659649,86,0.4871,70,77,0.4987,70,13,0.483,70,87,0.4985,70,14,0.4912,73,50,0.448,80,32,0.5282,70,123,0.4535,70,136,0.4949,70,71,0.5155,70
636,Dire,7091637140,77,0.4987,80,128,0.4633,80,31,0.5104,80,1,0.4769,80,98,0.4815,80,86,0.4871,80,70,0.4654,80,66,0.5066,80,97,0.4886,80,19,0.4524,80
637,Dire,7091618922,21,0.5318,70,50,0.448,70,25,0.4054,70,49,0.4291,70,52,0.4611,70,7,0.4996,70,20,0.4463,70,85,0.5333,70,11,0.47,70,65,0.5134,70
638,Dire,7091615439,106,0.4986,70,110,0.4769,70,74,0.4702,70,76,0.492,70,53,0.3884,70,86,0.4871,70,87,0.4985,70,120,0.5021,70,109,0.4731,70,96,0.477,70
639,Dire,7091612752,85,0.5333,70,17,0.4825,70,119,0.4978,80,109,0.4731,73,61,0.4745,70,102,0.5033,70,87,0.4985,70,59,0.5025,70,62,0.5393,70,32,0.5282,70
640,Dire,7091612631,58,0.4366,70,38,0.4791,70,136,0.4949,80,80,0.4943,70,49,0.4291,70,69,0.4668,80,9,0.5032,80,87,0.4985,70,89,0.5447,80,90,0.4996,80
641,Dire,7091590906,19,0.4524,70,111,0.5348,70,9,0.5032,70,70,0.4654,70,43,0.5069,70,64,0.508,70,51,0.476,70,97,0.4886,70,44,0.4469,70,74,0.4702,70
642,Radiant,7091583274,49,0.4291,80,86,0.4871,80,64,0.508,80,77,0.4987,80,81,0.4813,80,85,0.5333,80,43,0.5069,80,35,0.4447,80,19,0.4524,80,129,0.4292,80
643,Dire,7091573432,3,0.5108,70,72,0.465,70,69,0.4668,70,12,0.5014,70,39,0.5105,70,19,0.4524,70,119,0.4978,70,53,0.3884,70,43,0.5069,70,90,0.4996,70
644,Radiant,7091562512,102,0.5033,70,86,0.4871,70,68,0.5128,70,41,0.4934,70,90,0.4996,70,5,0.5139,70,93,0.5257,70,16,0.4788,70,101,0.5195,70,69,0.4668,73
645,Dire,7091557727,87,0.4985,70,72,0.465,70,41,0.4934,70,96,0.477,70,13,0.483,70,64,0.508,70,19,0.4524,70,21,0.5318,70,81,0.4813,70,103,0.5634,70
646,Radiant,7091557701,9,0.5032,70,69,0.4668,70,123,0.4535,80,89,0.5447,70,39,0.5105,70,87,0.4985,80,38,0.4791,80,10,0.4552,70,86,0.4871,80,120,0.5021,80
647,Dire,7091530249,87,0.4985,70,38,0.4791,70,86,0.4871,70,54,0.4602,70,100,0.4532,70,72,0.465,70,49,0.4291,70,128,0.4633,70,46,0.4813,70,52,0.4611,70
648,Dire,7091529203,135,0.5041,70,30,0.4677,70,58,0.4366,70,44,0.4469,70,106,0.4986,70,27,0.4896,70,31,0.5104,70,11,0.47,70,39,0.5105,70,46,0.4813,70
649,Dire,7091516485,123,0.4535,80,32,0.5282,80,135,0.5041,70,39,0.5105,70,10,0.4552,70,86,0.4871,70,102,0.5033,70,128,0.4633,70,65,0.5134,70,4,0.5148,70
650,Radiant,7090464074,58,0.4366,80,38,0.4791,80,91,0.4988,70,52,0.4611,70,93,0.5257,80,69,0.4668,80,128,0.4633,80,72,0.465,80,1,0.4769,70,25,0.4054,80
651,Radiant,7090450350,69,0.4668,80,51,0.476,80,37,0.5008,80,55,0.5498,80,82,0.5473,80,53,0.3884,80,9,0.5032,80,106,0.4986,80,100,0.4532,80,18,0.5174,80
652,Dire,7090443401,137,0.478,80,9,0.5032,80,91,0.4988,80,11,0.47,80,69,0.4668,80,53,0.3884,80,51,0.476,80,52,0.4611,80,119,0.4978,80,70,0.4654,80
653,Radiant,7090405204,87,0.4985,70,96,0.477,80,123,0.4535,70,1,0.4769,80,65,0.5134,70,86,0.4871,70,77,0.4987,80,100,0.4532,72,46,0.4813,72,83,0.5051,70
654,Radiant,7090380824,38,0.4791,80,58,0.4366,80,103,0.5634,80,54,0.4602,80,22,0.4587,80,87,0.4985,80,6,0.479,80,137,0.478,80,83,0.5051,80,28,0.4639,80
655,Dire,7090376693,53,0.3884,80,85,0.5333,80,120,0.5021,80,6,0.479,80,100,0.4532,80,19,0.4524,80,33,0.4916,80,106,0.4986,80,87,0.4985,80,35,0.4447,80
656,Dire,7090371418,58,0.4366,80,120,0.5021,80,29,0.4706,70,123,0.4535,70,73,0.5131,80,38,0.4791,80,128,0.4633,80,5,0.5139,80,32,0.5282,70,54,0.4602,80
657,Radiant,7090370066,71,0.5155,70,62,0.5393,70,87,0.4985,70,4,0.5148,70,76,0.492,70,114,0.488,70,86,0.4871,70,43,0.5069,70,46,0.4813,70,11,0.47,70
658,Dire,7090340391,96,0.477,70,128,0.4633,80,101,0.5195,70,70,0.4654,72,5,0.5139,72,87,0.4985,70,106,0.4986,80,86,0.4871,80,62,0.5393,70,54,0.4602,70
659,Dire,7090329293,101,0.5195,70,129,0.4292,70,31,0.5104,70,76,0.492,70,1,0.4769,70,27,0.4896,70,45,0.5187,70,39,0.5105,70,42,0.4442,70,46,0.4813,70
660,Dire,7090309520,114,0.488,70,86,0.4871,70,43,0.5069,70,120,0.5021,70,54,0.4602,70,83,0.5051,70,96,0.477,70,119,0.4978,70,106,0.4986,70,6,0.479,70
661,Radiant,7090296394,86,0.4871,70,27,0.4896,70,51,0.476,70,67,0.4781,70,43,0.5069,70,111,0.5348,70,19,0.4524,70,96,0.477,70,54,0.4602,70,22,0.4587,70
662,Dire,7090283777,53,0.3884,80,60,0.4776,80,86,0.4871,80,7,0.4996,80,120,0.5021,80,38,0.4791,80,58,0.4366,80,128,0.4633,80,46,0.4813,80,4,0.5148,80
663,Dire,7090283233,101,0.5195,80,49,0.4291,70,5,0.5139,70,53,0.3884,70,19,0.4524,70,58,0.4366,70,93,0.5257,80,86,0.4871,70,43,0.5069,80,29,0.4706,70
664,Dire,7090278536,58,0.4366,80,120,0.5021,70,46,0.4813,80,51,0.476,80,90,0.4996,80,69,0.4668,80,9,0.5032,80,98,0.4815,70,49,0.4291,80,41,0.4934,80
665,Radiant,7090269663,86,0.4871,70,76,0.492,80,9,0.5032,80,98,0.4815,80,60,0.4776,80,51,0.476,80,77,0.4987,80,6,0.479,80,123,0.4535,80,100,0.4532,80
666,Radiant,7090265209,86,0.4871,70,50,0.448,70,137,0.478,70,17,0.4825,70,63,0.4855,70,5,0.5139,70,30,0.4677,70,43,0.5069,70,120,0.5021,70,114,0.488,70
667,Dire,7090261316,9,0.5032,70,135,0.5041,70,121,0.4826,70,44,0.4469,70,52,0.4611,70,75,0.5201,70,21,0.5318,70,54,0.4602,70,49,0.4291,70,126,0.4822,70
668,Radiant,7090236019,87,0.4985,70,128,0.4633,80,86,0.4871,70,102,0.5033,80,67,0.4781,70,101,0.5195,70,49,0.4291,70,64,0.508,70,19,0.4524,70,44,0.4469,80
669,Radiant,7090235373,128,0.4633,80,114,0.488,80,137,0.478,70,123,0.4535,80,17,0.4825,80,98,0.4815,80,87,0.4985,70,19,0.4524,80,95,0.4754,80,121,0.4826,80
670,Radiant,7090229349,5,0.5139,70,8,0.4656,70,97,0.4886,70,22,0.4587,70,16,0.4788,70,9,0.5032,70,58,0.4366,70,100,0.4532,70,7,0.4996,70,95,0.4754,70
671,Dire,7090228317,53,0.3884,80,89,0.5447,80,100,0.4532,80,87,0.4985,80,17,0.4825,80,136,0.4949,80,92,0.4987,80,48,0.455,80,106,0.4986,80,14,0.4912,80
672,Dire,7090223691,137,0.478,80,85,0.5333,80,114,0.488,80,102,0.5033,80,101,0.5195,80,86,0.4871,70,106,0.4986,80,97,0.4886,80,64,0.508,80,10,0.4552,80
673,Radiant,7090217024,119,0.4978,70,71,0.5155,70,22,0.4587,70,86,0.4871,70,73,0.5131,70,100,0.4532,70,128,0.4633,70,81,0.4813,70,120,0.5021,70,42,0.4442,70
674,Radiant,7090198005,86,0.4871,70,6,0.479,70,38,0.4791,70,64,0.508,70,74,0.4702,80,83,0.5051,70,43,0.5069,80,100,0.4532,80,35,0.4447,70,120,0.5021,70
675,Radiant,7090194898,86,0.4871,70,135,0.5041,70,5,0.5139,70,6,0.479,70,76,0.492,70,128,0.4633,70,11,0.47,70,87,0.4985,70,18,0.5174,70,35,0.4447,70
676,Radiant,7090178207,58,0.4366,70,128,0.4633,70,96,0.477,70,48,0.455,70,76,0.492,70,10,0.4552,70,71,0.5155,70,21,0.5318,70,85,0.5333,70,17,0.4825,70
677,Dire,7090177001,7,0.4996,80,98,0.4815,80,51,0.476,70,11,0.47,80,39,0.5105,80,58,0.4366,80,69,0.4668,70,100,0.4532,80,46,0.4813,80,120,0.5021,80
678,Radiant,7090174041,53,0.3884,80,51,0.476,80,110,0.4769,80,52,0.4611,80,4,0.5148,80,19,0.4524,80,69,0.4668,80,137,0.478,80,121,0.4826,80,6,0.479,80
679,Dire,7090159440,21,0.5318,70,87,0.4985,70,93,0.5257,70,7,0.4996,70,45,0.5187,70,30,0.4677,70,128,0.4633,70,100,0.4532,70,46,0.4813,70,71,0.5155,70
680,Radiant,7090142424,62,0.5393,70,86,0.4871,70,22,0.4587,70,95,0.4754,70,71,0.5155,70,135,0.5041,70,5,0.5139,70,35,0.4447,70,60,0.4776,70,59,0.5025,70
681,Dire,7090138990,19,0.4524,80,55,0.5498,80,106,0.4986,80,9,0.5032,80,82,0.5473,80,53,0.3884,80,51,0.476,80,75,0.5201,80,114,0.488,80,69,0.4668,80
682,Dire,7090136993,61,0.4745,80,87,0.4985,80,106,0.4986,80,50,0.448,80,80,0.4943,80,5,0.5139,80,17,0.4825,80,19,0.4524,80,93,0.5257,80,29,0.4706,80
683,Dire,7090129218,9,0.5032,70,111,0.5348,70,96,0.477,70,93,0.5257,70,39,0.5105,70,21,0.5318,70,31,0.5104,70,129,0.4292,70,10,0.4552,70,106,0.4986,70
