,winner,id,pick1,taxavitoria1,rank1,pick2,taxavitoria2,rank2,pick3,taxavitoria3,rank3,pick4,taxavitoria4,rank4,pick5,taxavitoria5,rank5,pick6,taxavitoria6,rank6,pick7,taxavitoria7,rank7,pick8,taxavitoria8,rank8,pick9,taxavitoria9,rank9,pick10,taxavitoria10,rank10
140,radiant,7103772566,58,46.33,80,19,45.24,80,65,43.66,80,128,51.339999999999996,80,81,48.13,80,96,48.71,80,43,50.690000000000005,80,39,48.13,80,86,47.699999999999996,80,46,51.05,80
141,radiant,7103767202,58,49.78,80,119,49.86,80,61,43.66,80,6,47.449999999999996,80,106,47.9,80,5,53.33,80,36,48.72,80,9,50.32,80,85,51.39,80,10,45.519999999999996,80
142,dire,7103743246,87,49.85,80,6,47.9,80,69,45.35,80,22,46.68,80,123,45.87,80,51,48.71,80,43,50.690000000000005,80,129,47.599999999999994,80,86,44.47,80,35,42.92,80
143,radiant,7103709947,100,48.71,80,120,47.0,80,135,50.41,80,86,45.32,80,11,50.21,80,89,49.85,80,87,46.68,80,69,47.599999999999994,80,51,54.47,80,21,53.18000000000001,80
144,dire,7103708715,70,50.41,75,135,50.32,75,9,51.39,80,5,52.82,75,32,46.54,75,53,48.71,80,137,47.8,75,123,50.33,75,102,45.35,80,86,38.84,75
145,dire,7103690699,1,46.68,80,65,48.71,80,69,50.8,80,86,47.69,80,64,51.339999999999996,80,88,38.84,80,19,53.33,80,85,50.690000000000005,80,43,50.06,80,53,45.24,80
146,radiant,7103690103,6,46.68,80,39,50.32,75,69,45.32,80,9,47.9,80,100,51.05,80,58,43.66,80,97,50.690000000000005,80,43,50.839999999999996,80,105,48.86,80,1,47.69,80
147,radiant,7103689033,76,45.24,75,19,49.2,75,21,53.480000000000004,75,111,44.42,75,42,53.18000000000001,75,126,51.949999999999996,80,60,48.96,80,35,47.760000000000005,75,101,44.47,75,27,48.22,75
148,dire,7103684913,119,50.8,80,64,50.44,80,2,49.96,80,90,51.739999999999995,80,18,49.78,80,95,48.71,80,38,53.33,80,85,49.2,80,76,47.54,80,86,47.910000000000004,80
149,radiant,7103674422,103,47.910000000000004,80,123,45.35,80,38,56.34,80,46,48.13,80,19,45.24,80,85,48.71,80,76,53.33,80,96,46.54,80,70,47.699999999999996,80,86,49.2,80
150,dire,7103669788,5,46.68,80,11,43.66,80,69,51.39,80,58,47.0,80,114,48.8,80,43,50.690000000000005,80,100,47.8,80,137,45.32,80,85,53.33,80,48,45.5,80
151,dire,7103666623,11,49.87,80,86,48.71,80,26,45.36,80,77,51.480000000000004,80,4,47.0,80,87,49.85,80,89,54.47,80,49,50.21,80,9,50.32,80,120,42.91,80
152,radiant,7103658297,128,43.66,75,77,49.87,75,58,47.8,80,137,46.33,75,17,48.25,80,5,49.120000000000005,75,14,51.39,80,10,51.05,75,39,45.519999999999996,75,69,46.68,75
153,dire,7103647953,36,50.8,80,128,46.33,75,64,54.35,75,41,49.34,75,104,48.72,80,45,42.92,75,9,51.04,75,129,52.56999999999999,75,93,50.32,75,31,51.870000000000005,75
154,radiant,7103626460,10,43.66,80,58,48.3,80,38,47.910000000000004,80,13,46.33,75,128,45.519999999999996,80,87,47.599999999999994,80,74,47.02,80,29,49.85,80,51,47.31,80,109,47.06,80
155,radiant,7103620261,75,52.01,80,100,48.15,80,73,48.96,80,98,45.32,80,27,51.31,80,85,45.24,80,90,51.870000000000005,80,45,53.33,80,19,49.96,80,70,46.54,80
156,dire,7103614680,64,48.71,80,74,38.84,80,53,50.8,80,40,47.02,80,86,51.92,80,11,47.910000000000004,80,49,56.34,80,38,50.839999999999996,80,105,47.0,80,103,42.91,80
157,radiant,7103609529,91,46.68,75,69,48.71,75,100,49.88,75,86,50.33,80,102,45.32,75,26,49.78,75,119,54.98,75,48,47.02,75,55,45.36,80,74,45.5,80
158,radiant,7103606391,85,49.85,80,106,53.33,80,4,49.86,80,87,44.47,80,35,51.480000000000004,80,59,47.910000000000004,80,136,43.66,80,58,50.24999999999999,80,38,49.49,80,93,52.56999999999999,80
159,radiant,7103605591,106,48.71,75,84,46.39,75,28,51.739999999999995,75,86,48.35,75,18,49.86,75,17,53.18000000000001,75,21,53.480000000000004,52,111,48.13,75,29,47.06,80,81,48.25,80
160,dire,7103597529,65,51.339999999999996,80,108,47.599999999999994,80,51,51.39,80,5,50.67,80,1,47.69,80,9,47.910000000000004,80,106,50.32,80,38,49.86,80,128,46.33,80,10,45.519999999999996,80
161,dire,7103582540,43,50.690000000000005,80,106,50.32,80,42,49.86,80,9,51.28,80,68,44.42,80,41,43.66,80,38,47.910000000000004,80,52,46.11,80,58,49.88,80,91,49.34,80
162,radiant,7103570062,17,49.85,80,70,47.910000000000004,80,5,51.39,80,38,46.54,80,87,48.25,80,6,48.71,80,85,49.86,80,106,53.33,80,86,47.9,80,96,47.699999999999996,80
163,radiant,7103569640,137,51.080000000000005,75,3,50.760000000000005,75,120,47.8,80,23,47.81,80,67,50.21,75,86,48.71,75,38,47.910000000000004,75,101,51.949999999999996,80,47,46.54,75,70,49.61,75
164,dire,7103568366,64,45.24,80,106,47.69,80,69,50.8,80,19,49.86,80,1,46.68,80,48,52.01,80,108,48.15,80,75,48.96,80,98,50.67,80,27,45.5,80
165,dire,7103567392,52,49.85,75,87,47.0,75,97,48.86,80,11,46.5,80,72,46.11,52,39,48.35,75,9,44.629999999999995,75,100,50.32,75,20,45.32,75,84,51.05,75
166,dire,7103534436,60,49.2,80,76,47.760000000000005,80,135,50.41,80,123,51.39,80,5,45.35,80,38,47.910000000000004,80,67,43.66,80,58,49.85,80,87,47.02,80,74,47.81,80
167,dire,7103522205,27,48.26,80,121,51.55,80,19,48.96,75,71,45.24,71,56,51.83,75,38,47.06,75,29,47.910000000000004,80,9,50.32,80,48,49.43,43,80,45.5,80
168,dire,7103519913,86,48.71,80,120,50.21,80,92,49.87,80,100,45.32,80,14,49.120000000000005,80,45,45.24,80,137,51.870000000000005,80,97,47.8,80,19,52.56999999999999,80,93,48.86,80
169,dire,7103515485,46,51.39,75,129,42.92,75,54,46.02,75,5,46.5,75,72,48.13,75,106,50.8,75,96,45.35,75,64,47.699999999999996,75,123,49.34,75,41,49.86,75
170,radiant,7103515332,10,48.71,80,120,50.21,80,51,45.519999999999996,80,98,47.599999999999994,80,86,48.15,80,4,43.66,80,58,46.68,80,19,46.33,80,128,45.24,80,69,51.480000000000004,80
171,radiant,7103491468,62,51.04,75,31,46.5,80,72,53.93,80,70,46.54,43,80,49.43,80,86,45.32,80,23,48.71,75,100,48.86,80,97,50.760000000000005,71,109,47.31,75
172,dire,7103481492,49,49.85,75,44,47.599999999999994,75,51,45.35,75,87,44.690000000000005,75,123,42.91,75,22,52.01,75,6,53.18000000000001,75,129,42.92,75,21,47.9,75,75,45.87,75
173,dire,7103475403,54,50.51,80,71,46.02,80,79,49.480000000000004,80,83,51.55,80,52,46.11,80,21,50.41,80,10,52.01,80,17,53.18000000000001,80,135,45.519999999999996,80,75,48.25,80
174,radiant,7103451280,21,49.85,45,19,48.55,62,63,53.18000000000001,75,87,47.9,80,6,45.24,80,13,51.39,80,109,47.599999999999994,80,51,47.31,75,55,54.98,80,5,48.3,80
175,dire,7103443531,25,49.85,75,9,48.55,75,16,50.32,75,63,47.88,75,87,40.54,75,31,51.04,75,22,49.88,75,135,50.41,75,95,47.54,75,91,45.87,75
176,radiant,7103431087,54,47.910000000000004,80,38,43.66,80,120,51.04,80,58,50.21,80,31,46.02,80,44,53.33,80,97,44.690000000000005,80,96,48.86,80,123,45.35,80,85,47.699999999999996,80
177,radiant,7103416468,100,47.8,80,52,49.480000000000004,80,137,47.0,80,79,45.32,80,11,46.11,80,114,50.690000000000005,80,76,49.85,80,43,48.8,80,87,45.24,72,19,49.2,80
178,dire,7103415590,106,53.33,80,119,49.78,75,89,54.47,80,46,49.86,80,85,48.13,80,52,48.71,45,75,52.01,80,22,46.11,62,86,45.87,75,35,44.47,80
179,radiant,7103409925,19,45.32,75,90,45.24,75,100,49.96,75,93,53.480000000000004,75,111,52.56999999999999,75,52,51.04,75,121,48.26,75,54,46.02,75,31,50.67,80,108,46.11,80
180,dire,7103398215,70,53.33,80,38,47.910000000000004,80,19,49.480000000000004,80,79,46.54,80,85,45.24,80,135,47.9,80,120,50.51,80,6,52.01,80,75,50.41,80,83,50.21,80
181,radiant,7103392818,75,50.32,80,137,47.8,80,60,52.01,80,9,47.760000000000005,80,82,54.730000000000004,80,46,48.71,80,106,49.86,80,51,47.910000000000004,72,38,47.599999999999994,80,86,48.13,80
182,radiant,7103387512,19,50.32,75,49,42.91,80,46,51.870000000000005,75,9,48.13,75,45,45.24,80,52,46.33,75,10,51.04,75,128,56.34,75,31,45.519999999999996,75,103,46.11,75
183,radiant,7103387006,41,49.85,80,128,49.34,75,38,47.910000000000004,54,123,45.35,75,87,46.33,64,54,48.35,80,107,38.84,73,53,49.63,75,100,46.02,75,84,45.32,80
184,radiant,7103357128,17,48.71,75,16,47.88,75,86,50.8,75,54,46.02,75,64,48.25,75,126,45.24,75,87,49.85,80,19,48.86,75,94,54.300000000000004,75,97,48.22,80
185,dire,7103357038,35,48.35,80,69,47.69,75,63,46.68,75,110,48.55,73,84,44.47,80,9,49.85,80,104,46.77,54,30,50.32,75,87,54.35,64,120,50.21,75
186,dire,7103277186,73,52.01,80,13,45.32,80,100,45.35,80,123,48.3,80,75,51.31,80,46,46.33,80,17,47.449999999999996,80,61,47.599999999999994,80,128,48.25,80,51,48.13,80
187,radiant,7103243315,42,45.32,80,120,49.16,80,33,51.39,80,100,50.21,80,5,44.42,80,6,49.85,80,106,49.86,80,128,47.599999999999994,80,51,46.33,80,87,47.9,80
188,radiant,7103201065,40,46.11,80,87,45.24,80,19,49.85,80,12,50.13999999999999,80,52,51.92,80,75,52.01,80,108,51.339999999999996,80,21,50.67,80,65,53.18000000000001,80,70,46.54,80
189,dire,7103168118,9,50.32,75,120,45.35,75,95,50.21,75,123,47.54,75,98,48.15,75,86,48.71,75,19,50.41,75,109,45.24,75,135,47.31,75,87,49.85,75
190,dire,7103154737,75,52.01,80,135,50.41,80,79,49.480000000000004,80,120,47.54,80,95,50.21,80,76,51.949999999999996,80,83,54.35,80,12,50.51,80,101,50.13999999999999,80,104,49.2,80
191,radiant,7103134442,86,48.71,75,11,50.41,75,70,49.85,75,135,47.0,75,87,46.54,75,9,50.32,75,6,45.35,75,22,42.91,75,123,45.87,75,49,47.9,75
192,radiant,7103101946,75,52.01,80,128,47.599999999999994,80,51,46.33,80,52,51.480000000000004,80,4,46.11,80,109,50.690000000000005,80,100,45.32,80,49,47.31,80,101,51.949999999999996,80,43,42.91,80
193,dire,7102550059,110,47.69,80,81,47.8,80,137,56.34,80,103,38.84,80,53,48.13,80,43,48.8,80,51,50.690000000000005,80,38,47.599999999999994,80,6,47.9,80,114,47.910000000000004,80
194,dire,7102543840,92,51.39,80,128,46.33,75,32,38.84,75,53,52.82,75,5,49.87,75,18,44.800000000000004,75,50,48.71,75,86,47.910000000000004,75,38,49.96,80,90,51.739999999999995,75
195,dire,7102527725,58,43.66,80,96,47.699999999999996,80,69,49.78,80,18,51.739999999999995,80,119,46.68,80,7,52.01,80,10,46.77,80,75,49.96,80,93,52.56999999999999,80,30,45.519999999999996,80
196,radiant,7102490357,58,49.88,80,49,47.8,80,137,42.91,80,91,43.66,80,136,49.49,80,64,38.84,80,90,49.96,80,4,50.8,80,7,51.480000000000004,80,53,49.96,80
197,dire,7102489413,18,45.32,80,100,50.690000000000005,80,91,49.88,80,106,51.739999999999995,63,43,49.86,80,103,46.68,80,22,38.84,80,69,56.34,80,53,48.71,80,86,45.87,80
198,radiant,7096537903,51,46.33,80,35,45.24,80,128,50.690000000000005,80,43,44.47,80,19,47.599999999999994,80,6,53.33,80,137,49.86,80,9,47.9,80,106,50.32,80,85,47.8,80
199,radiant,7096535640,30,49.88,80,91,46.77,75,43,50.690000000000005,75,114,48.8,71,104,54.35,80,101,51.949999999999996,80,96,47.699999999999996,80,87,49.85,75,76,47.69,80,1,49.2,75
200,radiant,7096463953,4,46.68,80,69,51.39,80,52,49.88,80,91,46.11,80,5,51.480000000000004,80,9,50.8,80,64,48.3,80,93,52.56999999999999,80,13,50.44,80,2,50.32,80
201,dire,7096418437,93,48.71,54,61,52.56999999999999,75,86,51.04,75,25,40.54,80,31,47.449999999999996,73,104,49.87,80,120,52.01,75,75,46.33,75,128,50.21,80,92,54.35,75
202,dire,7096398453,128,46.33,80,109,49.96,80,64,50.8,80,7,45.24,80,19,47.31,80,9,47.449999999999996,80,61,51.870000000000005,80,102,50.32,80,45,49.86,80,106,50.33,80
203,radiant,7096371015,93,49.61,80,47,49.86,80,106,48.35,80,84,49.480000000000004,80,79,52.56999999999999,80,119,50.8,80,64,49.49,80,17,49.78,80,77,48.25,80,136,49.87,80
204,dire,7096335343,6,53.33,80,19,45.24,80,85,47.699999999999996,80,9,50.32,80,96,47.9,80,93,47.449999999999996,80,106,45.35,80,31,52.56999999999999,80,123,51.04,80,61,49.86,80
205,radiant,7096315021,97,53.33,75,81,52.01,80,75,51.04,75,85,48.13,80,31,48.86,75,93,48.71,54,87,38.84,73,53,49.85,75,86,52.56999999999999,75,74,47.02,80
206,dire,7096257557,101,49.86,80,106,46.54,80,87,54.35,80,70,51.949999999999996,80,104,49.85,80,114,42.91,80,69,46.68,80,5,51.39,80,79,48.8,80,49,49.480000000000004,80
207,radiant,7096243216,35,48.71,80,120,47.699999999999996,80,85,53.33,80,86,50.21,80,96,44.47,80,87,49.85,80,43,50.690000000000005,80,53,38.84,80,51,47.599999999999994,80,33,49.16,80
208,radiant,7096216994,103,38.84,80,53,56.34,80,114,45.32,80,100,49.86,80,106,48.8,80,69,49.85,80,102,48.25,80,87,50.8,80,64,46.68,80,17,50.33,80
209,radiant,7096191694,136,50.690000000000005,80,100,45.32,80,43,46.77,75,13,48.3,75,30,49.49,75,126,49.85,75,77,47.31,80,109,45.35,80,123,49.87,75,87,48.22,75
210,radiant,7096184232,135,48.71,75,11,50.41,54,74,47.0,80,86,50.51,75,83,47.02,73,18,49.87,80,50,46.68,75,69,46.33,75,128,51.739999999999995,80,92,44.800000000000004,75
211,dire,7096163516,17,47.8,80,53,38.84,80,110,47.69,80,137,46.5,80,72,48.25,80,87,49.85,80,39,45.32,80,33,48.8,80,100,49.16,80,114,51.05,80
212,radiant,7096161547,119,50.44,80,43,50.8,80,64,46.54,80,2,50.690000000000005,80,70,49.78,80,10,46.68,80,85,49.86,80,106,53.33,80,123,45.519999999999996,80,69,45.35,80
213,dire,7096093170,73,48.71,80,96,46.33,75,86,47.699999999999996,75,128,51.31,80,75,52.01,75,114,49.85,80,123,50.21,80,120,48.8,75,87,45.35,75,106,49.86,75
214,dire,7096088700,67,50.8,80,64,47.449999999999996,80,9,42.91,80,49,50.32,80,61,47.81,80,14,46.68,80,69,48.71,80,5,51.39,80,86,47.0,80,11,49.120000000000005,80
215,radiant,7096082868,87,43.66,80,120,47.910000000000004,80,38,45.519999999999996,80,58,49.85,80,10,50.21,80,1,47.599999999999994,80,90,50.690000000000005,80,51,46.5,80,43,47.69,80,72,49.96,80
216,dire,7096055748,43,49.85,75,97,45.24,75,44,48.86,75,19,44.690000000000005,75,87,50.690000000000005,75,17,48.25,75,11,51.39,75,5,49.96,75,90,47.0,75,71,51.55,75
217,radiant,7096048302,10,45.32,43,39,48.25,75,100,46.5,80,72,45.519999999999996,80,17,51.05,80,136,48.71,80,86,45.87,75,70,49.49,80,97,48.86,45,22,46.54,62
218,radiant,7096036248,93,49.85,80,120,42.91,80,87,50.32,80,9,52.56999999999999,80,49,50.21,80,43,48.71,80,64,47.910000000000004,80,70,50.8,80,86,50.690000000000005,80,38,46.54,80
219,dire,7096031997,123,50.33,80,44,48.71,80,102,45.35,75,86,52.82,75,32,44.690000000000005,75,1,49.85,80,55,47.69,75,19,45.24,75,128,46.33,80,87,54.98,75
220,radiant,7096015789,100,38.84,80,87,45.32,80,106,49.86,80,53,49.85,80,46,48.13,80,10,53.33,80,76,47.8,80,119,45.519999999999996,72,85,49.78,80,137,49.2,80
221,dire,7096009077,86,48.71,75,102,50.33,80,63,51.55,80,71,48.55,45,74,47.02,62,29,47.06,80,53,38.84,43,69,46.68,80,96,47.0,75,11,47.699999999999996,80
222,dire,7096003315,90,51.05,75,46,48.13,75,45,49.120000000000005,75,14,49.96,75,39,51.870000000000005,75,19,45.24,75,129,51.949999999999996,75,11,42.92,75,72,46.5,75,101,47.0,75
223,dire,7096001689,16,49.2,80,76,50.51,80,93,48.71,80,86,52.56999999999999,80,83,47.88,80,135,50.41,80,4,52.01,80,74,50.8,80,75,51.480000000000004,80,64,47.02,80
224,dire,7095972196,106,51.949999999999996,75,41,49.63,75,14,49.120000000000005,75,101,49.34,75,107,49.86,75,93,51.05,75,119,49.78,75,6,51.31,75,73,47.9,75,39,52.56999999999999,75
225,dire,7095963800,106,38.84,80,128,50.690000000000005,80,53,49.63,80,107,46.33,80,43,49.86,80,4,48.71,80,22,42.91,80,64,50.8,80,86,45.87,80,49,51.480000000000004,80
226,dire,7095961091,69,46.68,80,53,47.699999999999996,43,51,38.84,75,96,47.599999999999994,80,35,44.47,80,97,48.86,75,74,53.18000000000001,62,73,51.39,80,5,51.31,80,21,47.02,45
227,dire,7095957771,97,48.71,80,74,47.02,80,86,48.86,75,83,50.51,75,44,44.690000000000005,75,114,44.800000000000004,80,50,48.8,75,32,52.82,75,123,45.35,71,96,47.699999999999996,61
228,radiant,7095950774,43,47.0,80,11,53.33,80,1,45.35,80,123,47.69,80,85,50.690000000000005,80,104,46.68,80,128,52.01,80,69,46.33,80,75,48.35,80,84,54.35,80
229,dire,7095943730,106,49.86,80,90,43.66,80,58,49.85,72,43,50.690000000000005,80,87,49.96,80,64,48.71,80,86,42.91,80,114,48.8,80,40,50.8,80,49,51.92,80
230,dire,7095927587,49,49.85,75,96,53.18000000000001,80,87,47.699999999999996,80,95,47.54,75,21,42.91,75,3,52.82,75,93,48.71,80,26,45.36,75,86,52.56999999999999,52,32,51.080000000000005,80
231,dire,7095916108,18,51.739999999999995,80,86,48.71,80,1,47.699999999999996,75,105,47.69,75,96,50.839999999999996,71,71,48.55,75,87,51.55,75,63,49.85,80,11,50.21,75,120,47.0,75
232,radiant,7095910693,1,48.71,80,21,48.8,75,86,47.69,71,114,44.800000000000004,61,50,53.18000000000001,75,59,45.24,80,19,49.85,75,43,50.690000000000005,80,87,50.24999999999999,75,32,52.82,75
233,dire,7095891842,55,53.33,80,11,45.519999999999996,80,85,47.0,80,71,51.55,80,10,54.98,80,135,50.41,80,70,52.01,80,69,46.68,80,75,47.599999999999994,80,51,46.54,80
234,radiant,7095886536,40,50.080000000000005,75,37,47.599999999999994,75,22,47.81,80,51,45.87,52,67,51.92,80,17,53.18000000000001,75,64,49.96,80,1,50.8,75,7,47.69,75,21,48.25,80
235,radiant,7095874315,113,50.690000000000005,80,106,49.96,80,43,50.32,80,7,49.86,80,9,52.459999999999994,80,6,47.9,80,85,53.33,80,55,48.71,80,87,49.85,80,86,54.98,80
236,radiant,7095871594,71,48.55,75,85,51.55,75,62,53.33,75,63,48.71,80,86,53.93,75,97,48.86,80,9,50.32,80,105,54.35,75,104,47.0,71,11,50.839999999999996,75
237,dire,7095845015,76,50.41,75,135,48.96,75,100,45.32,75,27,54.47,75,89,49.2,75,36,52.01,75,75,53.400000000000006,75,41,38.84,75,112,49.34,75,53,48.72,75
238,radiant,7095841184,49,53.33,80,70,42.91,80,11,46.33,80,128,47.0,80,85,46.54,80,98,46.68,80,69,50.8,80,54,48.15,80,88,50.06,80,64,46.02,80
239,radiant,7095834494,25,49.85,75,32,52.82,80,87,45.35,75,135,50.41,75,123,40.54,80,6,48.71,80,85,48.8,75,86,53.33,71,114,47.9,75,71,51.55,61
240,dire,7095833996,71,45.24,75,35,52.01,75,19,51.55,73,44,44.690000000000005,80,75,44.47,80,52,51.39,80,46,47.699999999999996,80,96,47.69,80,110,48.13,75,5,46.11,80
241,dire,7095823362,89,53.33,80,19,54.47,80,69,50.32,80,9,46.68,80,85,45.24,80,53,47.599999999999994,80,87,38.84,80,55,49.85,80,51,54.98,80,86,48.71,80
242,radiant,7095813291,23,48.71,75,21,53.18000000000001,75,8,46.56,75,86,53.93,75,62,50.760000000000005,75,100,45.32,75,35,51.949999999999996,75,129,42.92,75,89,54.47,75,101,44.47,75
243,radiant,7095798537,13,51.39,80,71,51.55,75,43,50.690000000000005,80,109,47.31,80,5,48.3,80,77,48.35,75,66,48.71,75,86,49.87,73,114,48.8,80,84,50.660000000000004,80
244,dire,7095787652,63,48.71,80,86,50.33,75,21,45.35,75,123,53.18000000000001,71,102,48.55,61,101,49.85,80,87,48.8,75,114,48.25,75,17,51.949999999999996,75,6,47.9,80
245,radiant,7095781904,6,49.2,80,104,47.9,80,76,48.71,80,86,50.51,80,83,54.35,80,87,51.739999999999995,80,128,46.33,80,47,49.85,80,18,49.61,80,67,47.81,80
246,dire,7095779155,22,49.85,80,42,49.96,75,9,44.42,80,7,50.32,75,87,45.87,75,31,48.26,75,121,51.04,75,45,42.92,75,93,52.56999999999999,75,129,51.870000000000005,75
247,radiant,7095771180,42,48.71,80,120,50.41,80,135,50.21,80,86,46.33,80,128,44.42,80,41,51.39,80,5,47.449999999999996,80,61,45.32,80,9,50.32,80,100,49.34,80
248,radiant,7095762637,10,48.35,75,30,50.690000000000005,80,43,47.599999999999994,80,51,45.519999999999996,75,84,46.77,75,9,51.39,75,6,46.68,80,106,50.32,75,69,47.9,54,5,49.86,64
249,radiant,7095755092,52,46.11,75,101,51.949999999999996,75,64,48.55,75,100,50.8,75,63,45.32,75,9,50.32,80,81,51.04,75,121,48.13,75,49,42.91,80,31,48.26,75
250,dire,7094676489,93,50.690000000000005,75,126,45.24,80,85,53.33,75,43,48.22,80,19,52.56999999999999,75,62,49.85,80,74,47.9,75,47,53.93,75,87,47.02,75,6,49.61,80
251,dire,7094671314,41,52.82,80,32,51.55,80,104,54.35,80,71,50.8,80,64,49.34,80,87,53.93,80,9,50.32,80,62,49.85,80,47,47.54,80,95,49.61,80
252,radiant,7094664083,75,47.599999999999994,80,86,52.01,75,14,48.71,75,32,52.82,75,51,49.120000000000005,75,38,51.39,75,89,47.910000000000004,75,13,43.66,54,58,48.3,75,5,54.47,73
253,dire,7094635697,5,50.690000000000005,80,51,47.599999999999994,80,43,51.39,80,35,44.47,80,13,48.3,80,86,49.85,80,22,47.9,80,87,47.699999999999996,80,96,48.71,80,6,45.87,80
254,radiant,7094633633,86,47.8,80,98,48.71,80,1,47.69,80,137,48.15,80,33,49.16,80,128,47.449999999999996,80,61,53.33,80,23,50.760000000000005,80,41,46.33,80,85,49.34,80
255,dire,7094623451,100,50.690000000000005,80,53,45.32,80,87,49.85,75,43,50.24999999999999,75,59,38.84,75,4,48.71,75,47,47.599999999999994,80,86,51.480000000000004,75,126,48.22,80,51,49.61,75
256,dire,7094618119,86,45.35,75,87,49.85,80,71,48.71,75,123,51.55,73,67,47.81,80,63,45.32,80,100,48.55,75,10,46.39,75,28,50.21,75,120,45.519999999999996,75
257,radiant,7094589188,86,48.71,75,111,44.629999999999995,75,20,47.910000000000004,75,27,48.96,80,38,53.480000000000004,80,35,45.32,75,100,51.949999999999996,75,101,42.92,75,129,54.47,75,89,44.47,75
258,radiant,7093781795,51,38.84,80,111,48.71,80,102,47.599999999999994,80,86,53.480000000000004,80,53,50.33,80,17,53.33,80,81,47.910000000000004,80,9,50.32,80,85,48.25,80,38,48.13,80
259,dire,7093781440,93,45.24,75,19,50.080000000000005,75,136,49.49,75,120,52.56999999999999,75,37,50.21,75,54,50.8,52,69,53.33,75,106,46.68,54,64,46.02,45,85,49.86,75
260,radiant,7093769832,1,43.66,80,128,47.69,80,58,46.33,80,19,45.24,80,55,54.98,80,61,47.449999999999996,80,109,48.8,80,102,48.3,80,114,50.33,80,13,47.31,80
261,dire,7093726950,69,48.71,80,86,53.93,75,32,46.68,80,62,52.82,80,110,47.69,75,73,49.85,75,87,47.910000000000004,80,38,51.949999999999996,80,101,47.02,80,74,51.31,80
262,dire,7093723021,51,43.66,80,70,53.18000000000001,80,58,47.599999999999994,80,80,46.54,80,21,49.43,80,32,45.32,80,106,49.86,80,100,47.69,80,1,50.51,80,83,52.82,80
263,dire,7093711962,64,50.8,45,69,50.51,75,17,46.68,54,83,48.25,75,6,47.9,52,48,48.71,75,86,48.15,75,98,46.77,75,106,45.5,75,30,49.86,75
264,dire,7093660126,75,47.449999999999996,80,69,45.35,80,123,49.86,80,61,52.01,80,106,46.68,80,5,51.39,80,10,42.91,80,129,46.33,80,49,45.519999999999996,80,128,42.92,80
265,radiant,7093642109,128,46.68,80,68,51.28,80,41,49.34,80,120,46.33,80,69,50.21,80,40,46.11,80,52,53.33,80,71,51.55,80,114,51.92,80,85,48.8,80
266,dire,7093632576,114,48.71,80,64,48.8,80,49,42.91,80,86,50.8,80,21,53.18000000000001,80,69,45.35,80,51,52.82,75,32,47.599999999999994,75,123,49.61,71,47,46.68,61
267,radiant,7093604441,14,47.8,80,45,46.68,80,121,48.26,80,137,51.870000000000005,80,69,49.120000000000005,80,80,47.910000000000004,80,120,43.66,80,38,50.8,80,58,49.43,80,64,50.21,80
268,radiant,7092611982,10,42.91,80,137,50.32,80,49,45.87,80,9,47.8,80,22,45.519999999999996,80,85,48.71,80,86,48.15,80,11,47.0,80,95,53.33,80,98,47.54,80
269,radiant,7092554144,114,50.21,80,120,46.33,80,96,50.51,80,128,48.8,80,83,47.699999999999996,80,46,48.71,80,29,48.13,80,75,47.06,80,86,52.01,80,102,50.33,75
270,dire,7092552500,42,50.080000000000005,75,23,47.599999999999994,75,49,42.91,75,37,44.42,75,51,50.760000000000005,75,35,45.87,75,78,50.54,75,63,50.8,75,64,44.47,75,22,48.55,75
